Domain Code,Domain,Country Code (M49),Country,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,year_dt
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2012,2012,tonnes,2400.0,T,Unofficial figure,2012-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2013,2013,tonnes,2500.0,T,Unofficial figure,2013-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2014,2014,tonnes,2500.0,T,Unofficial figure,2014-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2015,2015,tonnes,2400.0,T,Unofficial figure,2015-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2016,2016,tonnes,3000.0,E,Estimated value,2016-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2017,2017,tonnes,2700.0,E,Estimated value,2017-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2018,2018,tonnes,3300.0,E,Estimated value,2018-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2019,2019,tonnes,3500.0,E,Estimated value,2019-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2020,2020,tonnes,3600.0,E,Estimated value,2020-01-01
QCL,Crops and livestock products,643,Russian Federation,5510,Production,1355.01,Blueberries,2021,2021,tonnes,4000.0,E,Estimated value,2021-01-01
QCL,Crops and livestock products,703,Slovakia,5510,Production,1355.01,Blueberries,2018,2018,tonnes,50.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,703,Slovakia,5510,Production,1355.01,Blueberries,2019,2019,tonnes,130.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,703,Slovakia,5510,Production,1355.01,Blueberries,2020,2020,tonnes,110.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,703,Slovakia,5510,Production,1355.01,Blueberries,2021,2021,tonnes,180.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,705,Slovenia,5510,Production,1355.01,Blueberries,2018,2018,tonnes,310.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,705,Slovenia,5510,Production,1355.01,Blueberries,2019,2019,tonnes,290.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,705,Slovenia,5510,Production,1355.01,Blueberries,2020,2020,tonnes,420.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,705,Slovenia,5510,Production,1355.01,Blueberries,2021,2021,tonnes,260.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2012,2012,tonnes,7019.33,I,Imputed value,2012-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2013,2013,tonnes,11911.59,I,Imputed value,2013-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2014,2014,tonnes,21060.0,E,Estimated value,2014-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2015,2015,tonnes,21060.0,A,Official figure,2015-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2016,2016,tonnes,24945.0,A,Official figure,2016-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2017,2017,tonnes,35355.0,A,Official figure,2017-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2018,2018,tonnes,43520.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2019,2019,tonnes,53380.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2020,2020,tonnes,48520.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,724,Spain,5510,Production,1355.01,Blueberries,2021,2021,tonnes,61230.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2012,2012,tonnes,40.0,A,Official figure,2012-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2013,2013,tonnes,40.0,A,Official figure,2013-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2014,2014,tonnes,60.0,A,Official figure,2014-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2015,2015,tonnes,60.0,A,Official figure,2015-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2016,2016,tonnes,60.0,A,Official figure,2016-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2017,2017,tonnes,70.0,A,Official figure,2017-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2018,2018,tonnes,80.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2019,2019,tonnes,90.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2020,2020,tonnes,90.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,752,Sweden,5510,Production,1355.01,Blueberries,2021,2021,tonnes,100.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2012,2012,tonnes,331.0,A,Official figure,2012-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2013,2013,tonnes,308.0,A,Official figure,2013-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2014,2014,tonnes,458.0,A,Official figure,2014-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2015,2015,tonnes,410.0,A,Official figure,2015-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2016,2016,tonnes,321.0,A,Official figure,2016-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2017,2017,tonnes,287.0,A,Official figure,2017-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2018,2018,tonnes,366.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2019,2019,tonnes,561.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2020,2020,tonnes,550.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,756,Switzerland,5510,Production,1355.01,Blueberries,2021,2021,tonnes,680.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2012,2012,tonnes,1200.0,T,Unofficial figure,2012-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2013,2013,tonnes,1300.0,T,Unofficial figure,2013-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2014,2014,tonnes,700.0,T,Unofficial figure,2014-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2015,2015,tonnes,600.0,T,Unofficial figure,2015-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2016,2016,tonnes,1260.0,A,Official figure,2016-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2017,2017,tonnes,1360.0,A,Official figure,2017-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2018,2018,tonnes,1180.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2019,2019,tonnes,2390.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2020,2020,tonnes,600.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,804,Ukraine,5510,Production,1355.01,Blueberries,2021,2021,tonnes,140.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2012,2012,tonnes,212168.0,A,Official figure,2012-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2013,2013,tonnes,246559.0,A,Official figure,2013-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2014,2014,tonnes,262498.0,A,Official figure,2014-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2015,2015,tonnes,254012.0,A,Official figure,2015-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2016,2016,tonnes,269257.0,A,Official figure,2016-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2017,2017,tonnes,235210.0,A,Official figure,2017-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2018,2018,tonnes,255050.0,A,Official figure,2018-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2019,2019,tonnes,342230.0,A,Official figure,2019-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2020,2020,tonnes,315520.0,A,Official figure,2020-01-01
QCL,Crops and livestock products,840,United States of America,5510,Production,1355.01,Blueberries,2021,2021,tonnes,351130.0,A,Official figure,2021-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2012,2012,tonnes,700.0,T,Unofficial figure,2012-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2013,2013,tonnes,600.0,T,Unofficial figure,2013-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2014,2014,tonnes,600.0,T,Unofficial figure,2014-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2015,2015,tonnes,700.0,T,Unofficial figure,2015-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2016,2016,tonnes,633.33,E,Estimated value,2016-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2017,2017,tonnes,653.54,I,Imputed value,2017-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2018,2018,tonnes,675.37,I,Imputed value,2018-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2019,2019,tonnes,654.08,E,Estimated value,2019-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2020,2020,tonnes,661.0,E,Estimated value,2020-01-01
QCL,Crops and livestock products,860,Uzbekistan,5510,Production,1355.01,Blueberries,2021,2021,tonnes,663.49,E,Estimated value,2021-01-01
